Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Violation Time,Violation County,From Hours In Effect,To Hours In Effect,Vehicle Color,Vehicle Year,Meter Number,Violation Post Code,Violation Description
FWP9217,NY,PAS,12/20/2016,68,PICK,TOYOT,0243P,R,,,GY,2012,,08-P,68-Not Pkg. Comp. w Psted Sign
GGU8481,NY,PAS,12/28/2016,46,4DSD,TOYOT,0936A,NY,,,GY,2015,,14 7,46A-Double Parking (Non-COM)
HMF3553,NY,PAS,12/12/2016,38,4DSD,ME/BE,0107P,Q,0800A,0700P,GREY,2017,,25 4,38-Failure to Display Muni Rec
71201MH,NY,COM,12/8/2016,71,VAN,FORD,1014A,K,,,BL,2015,,40 3,71A-Insp Sticker Expired (NYS)
EUD7039,NY,PAS,12/14/2016,40,2DSD,BMW,0107P,K,,,BL,2016,,20 3,40-Fire Hydrant
75462MC,NY,COM,12/10/2016,46,REFG,ISUZU,1229A,Q,ALL,ALL,ORANG,2012,-,,
HAU5351,NY,OMS,12/6/2016,71,4DSD,CHEVR,1220P,NY,,,GY,2016,,99 6,71A-Insp Sticker Expired (NYS)
HJE7907,NY,PAS,12/20/2016,37,4DSD,ME/BE,0859P,NY,0800A,1000P,BK,2013,108-3065,A 77,37-Expired Muni Meter
GWJT51,FL,PAS,12/15/2016,36,4D,KIA,0903A,BK,,,WHI,2016,,,PHTO SCHOOL ZN SPEED VIOLATION
HAB9958,NY,PAS,12/21/2016,46,SUBN,HONDA,1206P,K,,,GY,2016,,49 3,46A-Double Parking (Non-COM)
GRE6087,NY,PAS,12/13/2016,20,SUBN,CHEVR,0136P,K,,,WH,2012,,C1 3,20A-No Parking (Non-COM)
HCM4523,NY,PAS,12/4/2016,40,SDN,LINCO,1023A,NY,ALL,ALL,WHITE,2012,-,,
GVF8072,NY,PAS,12/16/2016,36,4DSD,TOYOT,0238P,QN,,,RD,2013,,,PHTO SCHOOL ZN SPEED VIOLATION
EEA5476,NY,PAS,12/14/2016,21,SUBN,DODGE,0811A,NY,0800A,0830A,BK,2012,,52 7,21-No Parking (street clean)
GYH8890,NY,PAS,12/23/2016,36,WAG,INFIN,0955A,BK,,,GY,2015,,,PHTO SCHOOL ZN SPEED VIOLATION
32499MD,NY,COM,12/3/2016,14,VAN,ME/BE,0234P,NY,,,WHITE,2013,,02 6,14-No Standing
74205MD,NY,COM,12/5/2016,71,VAN,NISSA,0417P,BX,,,RD,2013,,34 2,71A-Insp Sticker Expired (NYS)
49640JX,NY,COM,12/3/2016,42,VAN,FORD,0207P,NY,0700A,0700P,BL,2015,147-3061,25 7,42-Exp. Muni-Mtr (Com. Mtr. Z)
T698320C,NY,OMT,12/19/2016,36,4DSD,HONDA,0922A,QN,,,TN,2016,,,PHTO SCHOOL ZN SPEED VIOLATION
29416MD,NY,COM,12/10/2016,38,VAN,FORD,0934A,NY,0830A,0700P,WH,2013,,04 1,38-Failure to Display Muni Rec
HHA5347,NY,OMS,12/21/2016,37,4DSD,NISSA,1003A,BX,0900A,0700P,RD,2016,217-3046,04 2,37-Expired Muni Meter
24206MC,NY,COM,12/1/2016,40,VAN,FRUEH,1246P,Q,,,BROWN,2012,,34 4,40-Fire Hydrant
FWY6982,NY,PAS,12/30/2016,40,SUBN,JEEP,0124A,NY,,,WH,2015,,A 77,40-Fire Hydrant
KLY8170,VA,PAS,12/18/2016,7,SV,HONDA,0238P,QN,,,GRY,2016,,,FAILURE TO STOP AT RED LIGHT
H94GCW,NJ,PAS,12/21/2016,36,4 DR,HYUND,0119P,BX,,,BL,2016,,,PHTO SCHOOL ZN SPEED VIOLATION
61507MD,NY,COM,12/16/2016,42,UTIL,CHEVR,0221P,NY,0700A,0700P,LT/,2013,144-3253,06 6,42-Exp. Muni-Mtr (Com. Mtr. Z)
DBZ8300,NY,PAS,12/21/2016,36,SUBN,TOYOT,0109P,QN,,,RD,2013,,,PHTO SCHOOL ZN SPEED VIOLATION
HCX2325,NY,PAS,12/12/2016,37,SUBN,TOYOT,0223P,Q,0900A,0700P,GY,2015,445-1787,M 42,37-Expired Muni Meter
GYG5235,NY,PAS,12/23/2016,38,4DSD,BUICK,0234P,Q,0900A,0700P,BR,2013,,17 4,38-Failure to Display Muni Rec
73279MG,NY,COM,12/21/2016,78,VAN,FORD,0934P,NY,0900P,0500A,WH,2015,,D 77,78-Nighttime PKG on Res Street
GLN6625,NY,PAS,12/27/2016,38,SUBN,HYUND,0102P,Q,0900A,0700P,GY,2013,,A-PM,38-Failure to Display Muni Rec
HJW3597,NY,PAS,12/29/2016,7,4DSD,CHEVR,0428P,BX,,,BK,2012,,,FAILURE TO STOP AT RED LIGHT
GYC8977,NY,PAS,12/23/2016,36,SUBN,TOYOT,0934A,BX,,,GY,2015,,,PHTO SCHOOL ZN SPEED VIOLATION
88902ME,NY,COM,12/16/2016,36,VAN,ME/BE,0945A,BX,,,WH,2013,,,PHTO SCHOOL ZN SPEED VIOLATION
GHG8723,NY,PAS,12/15/2016,7,4DSD,FORD,0243P,BK,,,GY,2013,,,FAILURE TO STOP AT RED LIGHT
HKK3915,NY,PAS,12/12/2016,36,SUBN,JEEP,0938A,BK,,,GY,2015,,,PHTO SCHOOL ZN SPEED VIOLATION
HCL3065,NY,PAS,12/13/2016,37,4DSD,AUDI,0120P,K,0830A,0700P,BK,2014,314-9824,56 3,37-Expired Muni Meter
FZA4950,NY,PAS,12/10/2016,38,4DSD,BMW,0212P,NY,0830A,0700P,BK,2015,,02 7,38-Failure to Display Muni Rec
T657202C,NY,OMT,12/10/2016,16,SUBN,CHEVR,0830P,NY,0800A,1000P,BLACK,2013,,MC 9,16A-No Std (Com Veh) Non-COM
HDY3278,NY,PAS,12/1/2016,36,SUBN,CHEVR,1218P,BK,,,BK,2016,,,PHTO SCHOOL ZN SPEED VIOLATION
DXS4734,NY,PAS,12/29/2016,21,SUBN,TOYOT,0741A,Q,0730A,0800A,GY,2013,,J 42,21-No Parking (street clean)
HNB6811,NY,PAS,12/16/2016,36,PICK,TOYOT,1053A,BK,,,WH,2017,,,PHTO SCHOOL ZN SPEED VIOLATION
GZJ8232,NY,PAS,12/29/2016,21,SUBN,HONDA,0823A,Q,0800A,0830A,BK,2015,,10 4,21-No Parking (street clean)
HLP5533,NY,PAS,12/1/2016,70,4DSD,DODGE,0116P,NY,,,SILVE,2012,,A 77,70A-Reg. Sticker Expired (NYS)
ELV3730,NY,PAS,12/13/2016,21,SUBN,HONDA,0717A,Q,0700A,0730A,RD,2016,,K 42,21-No Parking (street clean)
T718738C,NY,OMT,12/16/2016,36,4DSD,TOYOT,0726A,QN,,,GY,2016,,,PHTO SCHOOL ZN SPEED VIOLATION
HGE6070,NY,PAS,12/27/2016,7,4DSD,NISSA,0346P,BK,,,BK,2014,,,FAILURE TO STOP AT RED LIGHT
BZA6998,NY,PAS,12/15/2016,19,SUBN,SUBAR,0530P,R,,,GY,2013,,05-P,19-No Stand (bus stop)
AC37345,CT,PAS,12/12/2016,36,4W,LEXUS,0116P,BX,,,BLK,2016,,,PHTO SCHOOL ZN SPEED VIOLATION
GSW7749,NY,PAS,12/23/2016,21,SDN,SMART,0806A,K,0800A,0830A,WHITE,2015,-,,
32410MJ,NY,COM,12/20/2016,53,VAN,FRUEH,0939A,Q,,,WH,2012,,50-A,53-Safety Zone
33423ME,NY,COM,12/27/2016,46,VAN,FRUEH,0219P,K,,,BROWN,2014,,M 31,46B-Double Parking (Com-100Ft)
HBA6395,NY,PAS,12/8/2016,31,SUBN,SUBAR,0551P,NY,0700A,0700P,BK,2015,,Y 99,31-No Stand (Com. Mtr. Zone)
HLX3321,NY,PAS,12/23/2016,36,SUBN,CADIL,1045A,QN,,,GY,2017,,,PHTO SCHOOL ZN SPEED VIOLATION
HEH5944,NY,PAS,12/11/2016,7,SUBN,KIA,0729P,QN,,,GY,2012,,,FAILURE TO STOP AT RED LIGHT
92490MH,NY,COM,12/1/2016,36,DELV,HINO,0253P,BK,,,WH,2016,,,PHTO SCHOOL ZN SPEED VIOLATION
42639MG,NY,COM,12/1/2016,14,VAN,NISSA,0818A,NY,0700A,1000A,WH,2014,,02 6,14-No Standing
XCU5ME,NY,RGL,12/14/2016,46,4DSD,HONDA,0950P,Q,,,WH,2016,,A 42,46A-Double Parking (Non-COM)
GTZ7233,NY,PAS,12/10/2016,38,4DSD,CHRYS,0230P,Q,0800A,0700P,BK,2014,,24 4,38-Failure to Display Muni Rec
GVT6104,NY,PAS,12/20/2016,36,SUBN,FORD,0847A,BK,,,GY,2012,,,PHTO SCHOOL ZN SPEED VIOLATION
GAA1427,NY,PAS,12/9/2016,36,SUBN,ACURA,1111A,BK,,,GY,2016,,,PHTO SCHOOL ZN SPEED VIOLATION
T665311C,NY,OMT,12/5/2016,36,SUBN,TOYOT,1213P,BK,,,GR,2014,,,PHTO SCHOOL ZN SPEED VIOLATION
GFK6245,NY,PAS,12/31/2016,37,SUBN,ACURA,1228P,Q,0800A,0700P,GY,2013,407-3027,32 4,37-Expired Muni Meter
GDP1329,NY,PAS,12/14/2016,14,SUBN,HYUND,0905A,R,,,RD,2017,,C-AM,14-No Standing
GXT8059,NY,PAS,12/4/2016,14,4DSD,HONDA,1112A,NY,,,GY,2015,,16,14-No Standing
GPP1298,NY,PAS,12/6/2016,21,SUBN,TOYOT,1227P,K,1130A,0100P,GY,2016,,17 3,21-No Parking (street clean)
28548MH,NY,COM,12/7/2016,46,VAN,FRUEH,1126A,BX,,,BROWN,2016,,11 2,46B-Double Parking (Com-100Ft)
EPY2851,NY,PAS,12/2/2016,21,4DSD,VOLKS,1043A,Q,1030A,1200A,WH,2016,,42 4,21-No Parking (street clean)
HMN2697,NY,PAS,12/22/2016,36,4DSD,HYUND,1050A,BK,,,BK,2016,,,PHTO SCHOOL ZN SPEED VIOLATION
HKR9925,NY,PAS,12/6/2016,36,4DSD,HONDA,1101A,QN,,,GY,2016,,,PHTO SCHOOL ZN SPEED VIOLATION
FFY8611,NY,PAS,12/1/2016,70,SUBN,HONDA,0103P,Q,,,GY,2016,,CC2,70A-Reg. Sticker Expired (NYS)
CLP3524,NY,PAS,12/13/2016,37,SUBN,HONDA,0509P,Q,0800A,0700P,GY,2014,446-3043,35 4,37-Expired Muni Meter
HLS2716,NY,PAS,12/9/2016,5,SUBN,FORD,0621P,BK,,,WH,2013,,,BUS LANE VIOLATION
GSW3252,NY,PAS,12/12/2016,37,4DSD,PORSC,1226P,NY,0800A,0700P,WH,2016,141-3014,32 1,37-Expired Muni Meter
T627626C,NY,OMT,12/14/2016,38,4DSD,TOYOT,0407P,BX,0800A,0700P,GY,2012,,11 2,38-Failure to Display Muni Rec
58972MG,NY,COM,12/9/2016,16,VAN,FORD,1213P,NY,0800A,0600P,WH,2015,,42 1,16-No Std (Com Veh) Com Plate
T641514C,NY,OMT,12/30/2016,20,SUBN,CHEVR,0341P,Q,0800A,0600P,BK,2013,,R 41,20A-No Parking (Non-COM)
DALL,NY,SRF,12/7/2016,21,SUBN,MITSU,1137A,K,1130A,0100P,BLACK,2015,,03 3,21-No Parking (street clean)
FGA7662,NY,PAS,12/16/2016,51,4DSD,BMW,1201P,K,,,BR,2014,,03 3,51-Sidewalk
HLW7229,NY,PAS,12/1/2016,40,SUBN,DODGE,0235P,Q,,,BL,2013,,39 4,40-Fire Hydrant
85023JY,NY,COM,12/15/2016,69,PICK,CHEVR,1102A,NY,0800A,0600P,GY,2016,,32 1,69-Failure to Disp Muni Recpt
60078MJ,NY,COM,12/14/2016,14,VAN,FRUEH,0356P,NY,,,WHITE,2017,,99 6,14-No Standing
64178MH,NY,COM,12/30/2016,46,DELV,ISUZU,0108P,BX,,,WH,2014,,40 2,46B-Double Parking (Com-100Ft)
FTZ5878,NY,PAS,12/7/2016,5,SUBN,ACURA,0745A,BK,,,RD,2014,,,BUS LANE VIOLATION
EWZM24,FL,PAS,12/13/2016,36,UT,SUBAR,0132P,QN,,,RED,2016,,,PHTO SCHOOL ZN SPEED VIOLATION
GTX3165,NY,PAS,12/27/2016,70,SUBN,FORD,0231P,K,,,WH,2014,,CC2,70A-Reg. Sticker Expired (NYS)
HJJ9447,NY,PAS,12/8/2016,36,4DSD,HONDA,0330P,QN,,,WH,2016,,,PHTO SCHOOL ZN SPEED VIOLATION
55095MB,NY,COM,12/7/2016,14,VAN,FRUEH,0210P,NY,,,BROWN,2012,,C 77,14-No Standing
HLG8163,NY,OMS,12/14/2016,7,SUBN,GMC,0706P,QN,,,GY,2017,,,FAILURE TO STOP AT RED LIGHT
38849MD,NY,COM,12/15/2016,69,SUBN,CHEVR,1154A,NY,0700A,0600P,GY,2015,,01 9,69-Failure to Disp Muni Recpt
23276TT,NY,TOW,12/16/2016,36,TOW,FORD,0952A,QN,,,WH,2017,,,PHTO SCHOOL ZN SPEED VIOLATION
HCM5017,NY,PAS,12/21/2016,40,SUBN,NS/OT,0258P,NY,,,WHITE,2016,,48 7,40-Fire Hydrant
AX3439,NY,PSD,12/14/2016,36,SUBN,CHEVR,1144A,BK,,,WH,2016,,,PHTO SCHOOL ZN SPEED VIOLATION
HFS4318,NY,PAS,12/22/2016,40,SDN,CHRYS,1214A,NY,ALL,ALL,GREY,2012,-,,
HJZ4387,NY,PAS,12/10/2016,40,SUBN,ROVER,0841A,NY,,,GY,2016,,C 77,40-Fire Hydrant
HEH2465,NY,PAS,12/7/2016,21,SUBN,MAZDA,0837A,K,0830A,0900A,RED,2013,-,,
GZJ2782,NY,PAS,12/20/2016,38,4DSD,TOYOT,0237P,NY,0800A,1000P,GY,2013,,41 7,38-Failure to Display Muni Rec
CEM9926,GA,PAS,12/23/2016,5,4S,CHEVR,1257P,BX,,,GRY,2016,,,BUS LANE VIOLATION
55600ME,NY,COM,12/2/2016,38,DELV,ISUZU,0129P,BX,0800A,0700P,WH,2015,,44 2,38-Failure to Display Muni Rec
T706791C,NY,OMT,12/16/2016,36,SUBN,TOYOT,0518P,QN,,,BK,2016,,,PHTO SCHOOL ZN SPEED VIOLATION
EEJ9210,NY,PAS,12/11/2016,71,SUBN,MITSU,0821A,BX,,,WH,2016,,D 22,71A-Insp Sticker Expired (NYS)
HDS5333,NY,PAS,12/23/2016,38,4DSD,HYUND,1211P,K,0800A,0700P,BK,2015,,09 3,38-Failure to Display Muni Rec
HKR3549,NY,PAS,12/9/2016,21,4DSD,FORD,0946A,Q,0930A,1100A,BL,2017,,36 4,21-No Parking (street clean)
EXE9217,NY,PAS,12/10/2016,38,SUBN,ME/BE,0530P,NY,0800A,0700P,BK,2016,,15 7,38-Failure to Display Muni Rec
GTC1023,NY,PAS,12/27/2016,70,SUBN,JEEP,0145P,Q,,,BK,2014,,A 42,70A-Reg. Sticker Expired (NYS)
HCZ8884,NY,PAS,12/1/2016,71,4DSD,INFIN,0116P,Q,,,GY,2014,,07 4,71A-Insp Sticker Expired (NYS)
D455CJ,NY,PAS,12/12/2016,40,SUBN,HONDA,1017A,K,,,GY,2016,,05 3,40-Fire Hydrant
GVM4912,NY,PAS,12/7/2016,14,SUBN,ROVER,0407P,Q,0400P,0700P,WH,2015,,C 41,14-No Standing
HGM4790,NY,PAS,12/10/2016,37,4DSD,LEXUS,0452P,Q,0900A,0700P,GY,2016,441-3150,48-P,37-Expired Muni Meter
25036TX,NY,OMT,12/22/2016,36,4DSD,TOYOT,1231P,BX,,,WHRD,2012,,,PHTO SCHOOL ZN SPEED VIOLATION
9T15J,NY,OMT,12/7/2016,21,TAXI,TOYOT,0735A,Q,0700A,0800A,YW,2014,,J 42,21-No Parking (street clean)
HDT3211,NY,PAS,12/9/2016,36,4DSD,NISSA,1054A,BK,,,GY,2015,,,PHTO SCHOOL ZN SPEED VIOLATION
HDE5041,NY,PAS,12/15/2016,21,SDN,NISSA,1140A,BX,1130A,0100P,BLACK,2014,-,,
FPB1364,NY,PAS,12/16/2016,38,4DSD,KIA,0141P,Q,0800A,0700P,WH,2015,,01 4,38-Failure to Display Muni Rec
GGT8883,NY,PAS,12/5/2016,21,SUBN,HONDA,1018A,K,0930A,1100A,MAROO,2015,-,,
GSN3946,NY,PAS,12/5/2016,70,SUBN,FORD,0845A,Q,,,BK,2014,,H 41,70A-Reg. Sticker Expired (NYS)
GTE5611,NY,PAS,12/19/2016,5,SUBN,NISSA,0903A,BK,,,WH,2014,,,BUS LANE VIOLATION
518,NY,VAS,12/16/2016,36,4DSD,FORD,1040A,BK,,,BK,2013,,,PHTO SCHOOL ZN SPEED VIOLATION
CAS3088,NY,PAS,12/12/2016,36,4DSD,HYUND,0951A,QN,,,BK,2017,,,PHTO SCHOOL ZN SPEED VIOLATION
GAC6648,NY,PAS,12/23/2016,21,4DSD,FORD,0848A,Q,0830A,1000A,RD,2012,,A 42,21-No Parking (street clean)
HJY3386,NY,PAS,12/30/2016,21,4DSD,CHEVR,1027A,BX,0930A,1100A,BK,2016,,08 2,21-No Parking (street clean)
39812MD,NY,COM,12/21/2016,14,DELV,NS/OT,1119A,NY,,,WHITE,2015,,1,14-No Standing
GVH1077,NY,PAS,12/12/2016,21,SDN,CHRYS,0739A,K,0730A,0800A,BLACK,2015,-,,
50365AP,NY,COM,12/6/2016,16,VAN,FORD,1024A,NY,0700A,0400P,RD,2012,,01 7,16-No Std (Com Veh) Com Plate
GLV9707,NY,PAS,12/24/2016,21,4DSD,VOLKS,0907A,Q,0900A,0930A,BLACK,2012,,34 4,21-No Parking (street clean)
T693393C,NY,OMT,12/27/2016,7,SUBN,DODGE,0452P,BK,,,GR,2016,,,FAILURE TO STOP AT RED LIGHT
75637MB,NY,COM,12/20/2016,38,UTIL,NISSA,1017A,NY,1000A,1000P,BK,2012,,58 7,38-Failure to Display Muni Rec
FXX8967,NY,PAS,12/17/2016,38,VAN,CHEVR,0201P,Q,0900A,0700P,WH,2013,,37 4,38-Failure to Display Muni Rec
GVJ9134,NY,PAS,12/6/2016,21,SUBN,ME/BE,0922A,K,0900A,1030A,GREY,2012,,49 3,21-No Parking (street clean)
83984MC,NY,COM,12/22/2016,40,DELV,NS/OT,0751P,NY,,,WHITE,2013,,99 6,40-Fire Hydrant
HKM4741,NY,PAS,12/1/2016,74,4DSD,BMW,0722A,Q,,,BK,2013,,14 4,74A-Improperly Displayed Plate
T685731C,NY,999,12/29/2016,40,SDN,TOYOT,0405A,K,ALL,ALL,BLK,2015,-,,
GJJ4298,NY,PAS,12/13/2016,36,4DSD,CHEVR,0252P,BK,,,WH,2014,,,PHTO SCHOOL ZN SPEED VIOLATION
GFK7572,NY,PAS,12/29/2016,40,4DSD,INFIN,0241P,R,,,BK,2015,,C-PM,40-Fire Hydrant
HLB7463,NY,PAS,12/15/2016,71,4DSD,FORD,1020A,NY,,,BK,2013,,42 7,71-Insp. Sticker Missing (NYS
DBU1312,NY,PAS,12/20/2016,39,4DSD,HYUND,0434P,Q,0900A,0700P,RD,2014,,W 42,39-Overtime PKG-Time Limt Post
HKB1040,NY,PAS,12/16/2016,20,4DSD,HYUND,0719A,NY,,,GY,2013,,CCA,20A-No Parking (Non-COM)
14881MJ,NY,COM,12/12/2016,38,VAN,FRUEH,0231P,NY,0830A,1000P,WHITE,2016,,01 7,38-Failure to Display Muni Rec
78924MG,NY,COM,12/9/2016,36,VAN,FORD,1012A,BK,,,WH,2015,,,PHTO SCHOOL ZN SPEED VIOLATION
GHP8790,NY,PAS,12/12/2016,37,SUBN,SUBAR,0150P,Q,0900A,0700P,SILVE,2014,415-2070,E 41,37-Expired Muni Meter
BKU6636,NY,PAS,12/15/2016,7,SUBN,TOYOT,0507A,QN,,,GY,2013,,,FAILURE TO STOP AT RED LIGHT
T705017C,NY,OMT,12/12/2016,74,4DSD,NISSA,0849A,Q,,,BL,2016,,16 4,74-Missing Display Plate
HFA3454,NY,PAS,12/3/2016,74,2DSD,DODGE,0406P,Q,,,BK,2014,,R 42,74-Missing Display Plate
31502MG,NY,COM,12/20/2016,38,VAN,CHEVR,1153A,NY,0830A,0700P,WH,2013,,01 7,38-Failure to Display Muni Rec
K1FFGG,NJ,PAS,12/25/2016,98,SDN,FORD,1123P,R,ALL,ALL,BK,2016,-,,
EXAI77,FL,PAS,12/22/2016,7,4D,HONDA,0638P,QN,,,TAN,2013,,,FAILURE TO STOP AT RED LIGHT
HKB6873,NY,PAS,12/3/2016,21,4DSD,HONDA,0844A,NY,0830A,0900A,BL,2015,,D 17,21-No Parking (street clean)
FXM7966,NY,PAS,12/1/2016,38,SUBN,SUBAR,0419P,BX,0830A,0700P,BR,2015,,08 2,38-Failure to Display Muni Rec
HKW9259,NY,PAS,12/16/2016,36,4DSD,HONDA,0155P,BK,,,BK,2017,,,PHTO SCHOOL ZN SPEED VIOLATION
57373MH,NY,COM,12/28/2016,69,VAN,FORD,0714A,NY,0700A,0400P,RD,2015,,06 6,69-Failure to Disp Muni Recpt
T709522C,NY,OMT,12/19/2016,38,SUBN,CHEVR,0501P,K,0900A,0700P,BK,2013,,M 31,38-Failure to Display Muni Rec
FFZ1404,NY,PAS,12/21/2016,21,SUBN,AUDI,1145A,Q,1130A,0100P,WH,2017,,15 4,21-No Parking (street clean)
HCY4548,NY,PAS,12/5/2016,74,SUBN,JEEP,1110A,K,,,BK,2014,,10 3,74A-Improperly Displayed Plate
HCS3602,NY,PAS,12/9/2016,71,SUBN,GMC,0341P,Q,,,GY,2016,,R 41,71A-Insp Sticker Expired (NYS)
70891MH,NY,COM,12/9/2016,36,VAN,FORD,1040A,BK,,,WH,2016,,,PHTO SCHOOL ZN SPEED VIOLATION
E80CLW,NJ,PAS,12/12/2016,36,4 DR,HONDA,1241P,BK,,,GY,2012,,,PHTO SCHOOL ZN SPEED VIOLATION
FWP7595,NY,PAS,12/22/2016,36,SUBN,ME/BE,1124A,QN,,,WH,2017,,,PHTO SCHOOL ZN SPEED VIOLATION
FZD7613,NY,PAS,12/14/2016,19,SUBN,TOYOT,1225P,K,ALL,ALL,GY,2014,-,,
HGU4589,NY,PAS,12/2/2016,21,2DSD,HONDA,0819A,K,0800A,0930A,WH,2012,,W 31,21-No Parking (street clean)
HLG8391,NY,OMS,12/5/2016,40,4DSD,BMW,0928A,K,,,GY,2017,,A 31,40-Fire Hydrant
GLS5258,NY,PAS,12/6/2016,38,4DSD,HYUND,0356P,K,1000A,0700P,BL,2013,,M 31,38-Failure to Display Muni Rec
41525MJ,NY,COM,12/7/2016,14,VAN,ME/BE,1134A,NY,0700A,0600P,WH,2016,,01 6,14-No Standing
HFX9679,NY,PAS,12/8/2016,36,SUBN,ME/BE,0120P,QN,,,WH,2016,,,PHTO SCHOOL ZN SPEED VIOLATION
7H40A,NY,OMT,12/15/2016,36,TAXI,NISSA,0336P,BK,,,YW,2016,,,PHTO SCHOOL ZN SPEED VIOLATION
43917MG,NY,COM,12/15/2016,37,4DSD,HONDA,0232P,NY,0830A,0700P,OTHER,2012,120-8067,C 77,37-Expired Muni Meter
GCU6049,NY,PAS,12/8/2016,71,4DSD,TOYOT,0901A,Q,,,GY,2013,,Q 42,71A-Insp Sticker Expired (NYS)
ENB6020,NY,PAS,12/16/2016,37,4DSD,LEXUS,0634P,Q,0900A,0700P,WH,2015,417-3015,10 4,37-Expired Muni Meter
GRP1056,NY,PAS,12/14/2016,21,4DSD,TOYOT,0914A,K,0830A,1000A,LT/,2012,,09 3,21-No Parking (street clean)
HMY5933,NY,PAS,12/20/2016,31,SUBN,FORD,1105A,NY,0700A,0100P,BK,2017,,47 7,31-No Stand (Com. Mtr. Zone)
FZV4856,NY,PAS,12/1/2016,71,SUBN,HONDA,1000A,K,,,BK,2016,,24 3,71A-Insp Sticker Expired (NYS)
GZK9831,NY,PAS,12/15/2016,36,4DSD,NISSA,1208P,BK,,,RD,2015,,,PHTO SCHOOL ZN SPEED VIOLATION
BXM5251,NY,PAS,12/29/2016,37,SUBN,JEEP,0445P,Q,0900A,0700P,BK,2012,432-3131,36 4,37-Expired Muni Meter
FWS9082,NY,PAS,12/23/2016,38,SUBN,TOYOT,0146P,BX,0800A,0700P,GY,2014,,43 2,38-Failure to Display Muni Rec
HCL5013,NY,PAS,12/2/2016,36,4DSD,HONDA,0148P,BX,,,GY,2012,,,PHTO SCHOOL ZN SPEED VIOLATION
32527MG,NY,COM,12/12/2016,19,VAN,NISSA,0135P,K,ALL,ALL,WHITE,2015,-,,
FZB9446,NY,PAS,12/1/2016,36,SUBN,TOYOT,0349P,QN,,,GY,2015,,,PHTO SCHOOL ZN SPEED VIOLATION
GTT1639,NY,PAS,12/29/2016,37,SUBN,JEEP,0150P,Q,0900A,0700P,BLACK,2013,415-2053,D 41,37-Expired Muni Meter
GCV8885,NY,PAS,12/15/2016,98,SUBN,KIA,0617A,BX,,,GY,2013,,52 2,98-Obstructing Driveway
GFT4079,NY,PAS,12/23/2016,21,4DSD,VOLKS,1121A,NY,1100A,1230A,BLACK,2012,,60 7,21-No Parking (street clean)
CTL7880,NY,PAS,12/15/2016,21,SUBN,NISSA,0851A,Q,0830A,1000A,BL,2013,,M 42,21-No Parking (street clean)
HNB1395,NY,PAS,12/29/2016,37,SUBN,HONDA,0319P,K,0900A,0700P,BLACK,2016,313-1520,06 3,37-Expired Muni Meter
HLF4133,NY,PAS,12/24/2016,14,4DSD,NISSA,1239P,K,,,GY,2013,,C 31,14-No Standing
FBE2746,NY,PAS,12/7/2016,71,SUBN,LEXUS,0422P,Q,,,BK,2016,,43 4,71A-Insp Sticker Expired (NYS)
87737MH,NY,COM,12/21/2016,48,DELV,ISUZU,0320P,K,,,WH,2017,,C 31,48-Bike Lane
HGK6684,NY,PAS,12/10/2016,20,4DSD,CHEVR,0117P,Q,0800A,0600P,RD,2016,,17 4,20A-No Parking (Non-COM)
GYP7832,NY,PAS,12/9/2016,38,SUBN,TOYOT,0437P,K,0900A,0700P,BLACK,2012,,06 3,38-Failure to Display Muni Rec
GXS5549,NY,PAS,12/5/2016,37,4DSD,HYUND,0421P,Q,1000A,0700P,WH,2015,404-3058,05 4,37-Expired Muni Meter
HMF7086,NY,PAS,12/17/2016,38,4DSD,ACURA,1107A,BX,0800A,0700P,WHITE,2014,,03 2,38-Failure to Display Muni Rec
569TL7,MA,PAS,12/19/2016,36,SD,ME/BE,0525P,QN,,,,2014,,,PHTO SCHOOL ZN SPEED VIOLATION
2H69H,NY,OMT,12/19/2016,21,TAXI,NISSA,0936A,NY,0930A,1100A,YW,2014,,CC5,21-No Parking (street clean)
AX8206,NY,PSD,12/23/2016,36,4DSD,TOYOT,0905A,MN,,,GY,2015,,,PHTO SCHOOL ZN SPEED VIOLATION
40802ME,NY,COM,12/7/2016,46,VAN,FORD,0948A,NY,ALL,ALL,WHITE,2013,-,,
HKM8731,NY,PAS,12/24/2016,37,4DSD,INFIN,0215P,NY,0900A,0700P,GY,2015,102-3044,75 1,37-Expired Muni Meter
HAL3154,NY,PAS,12/29/2016,24,SUBN,TOYOT,0232P,Q,,,BLACK,2014,,03 6,24-No Parking (exc auth veh)
GPP1568,NY,PAS,12/1/2016,36,SUBN,ROVER,0106P,BX,,,WH,2014,,,PHTO SCHOOL ZN SPEED VIOLATION
98987MC,NY,COM,12/22/2016,46,VAN,DODGE,0901A,NY,,,WHITE,2014,,22 7,46-Double Parking (Com Plate)
GEG7684,NY,PAS,12/10/2016,38,4DSD,FORD,0503P,K,0900A,0700P,GREY,2013,,39 3,38-Failure to Display Muni Rec
DSF8819,NY,PAS,12/23/2016,36,SUBN,TOYOT,1106A,QN,,,GY,2016,,,PHTO SCHOOL ZN SPEED VIOLATION
HKR3577,NY,PAS,12/24/2016,38,CONV,FIAT,0126P,BX,0830A,0700P,TN,2017,,06 2,38-Failure to Display Muni Rec
47158MC,NY,COM,12/7/2016,14,VAN,FORD,0931A,NY,0700A,0700P,WH,2012,,12 6,14-No Standing
