Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Violation Time,Violation County,From Hours In Effect,To Hours In Effect,Vehicle Color,Vehicle Year,Meter Number,Violation Post Code,Violation Description
GWU2384,NY,PAS,12/13/2016,38,4DSD,HONDA,0344P,Q,0830A,0700P,GY,2015,,52-P,38-Failure to Display Muni Rec
T639305C,NY,OMT,12/16/2016,36,SUBN,CHEVR,1138A,MN,,,BK,2013,,,PHTO SCHOOL ZN SPEED VIOLATION
FMV7070,NY,PAS,12/6/2016,46,SUBN,DODGE,0955A,BX,,,GY,2013,,07 2,46A-Double Parking (Non-COM)
FPL8318,NY,PAS,12/10/2016,38,4DSD,TOYOT,1003A,Q,0900A,0700P,BLACK,2012,,43-A,38-Failure to Display Muni Rec
63250MH,NY,COM,12/8/2016,17,PICK,CHEVR,0330P,Q,,,GY,2015,,36 6,17-No Stand (exc auth veh)
T695063C,NY,OMT,12/30/2016,7,4DSD,TOYOT,0913A,QN,,,GY,2015,,,FAILURE TO STOP AT RED LIGHT
40828MH,NY,COM,12/14/2016,71,VAN,FORD,1100P,Q,,,WH,2015,,E 42,71A-Insp Sticker Expired (NYS)
HKV3825,NY,PAS,12/12/2016,19,SUBN,LINCO,0357P,BX,,,BL,2017,,C 62,19-No Stand (bus stop)
90108MH,NY,COM,12/30/2016,37,PICK,DODGE,0257P,Q,0900A,0700P,BK,2016,407-2278,52-P,37-Expired Muni Meter
HLP4527,NY,PAS,12/20/2016,5,4DSD,CADIL,1001A,BK,,,RD,2017,,,BUS LANE VIOLATION
HCZ8091,NY,PAS,12/8/2016,74,SUBN,FORD,0816A,Q,,,BL,2013,,51-A,74-Missing Display Plate
FHB3638,NY,PAS,12/28/2016,37,SUBN,FORD,0554P,R,0800A,0800P,WHITE,2014,504-3051,04-P,37-Expired Muni Meter
23098JM,NY,COM,12/14/2016,82,VAN,ME/BE,0213P,NY,,,WHITE,2016,,10 7,82-Unaltered Commerc Vehicle
EVZ3764,NY,PAS,12/3/2016,7,SUBN,JEEP,0551A,QN,,,GY,2012,,,FAILURE TO STOP AT RED LIGHT
HCP5730,NY,PAS,12/13/2016,36,SUBN,CHEVR,0952A,BK,,,GY,2015,,,PHTO SCHOOL ZN SPEED VIOLATION
HAY4521,NY,PAS,12/22/2016,46,SUBN,ACURA,1036P,NY,,,WH,2017,,D 77,46A-Double Parking (Non-COM)
HAP1154,NY,PAS,12/6/2016,46,SUBN,BMW,0421P,Q,,,WH,2016,,CC1,46A-Double Parking (Non-COM)
HDX3434,NY,PAS,12/1/2016,36,SUBN,FORD,0220P,BK,,,BK,2016,,,PHTO SCHOOL ZN SPEED VIOLATION
HAZ4731,NY,PAS,12/9/2016,36,SUBN,TOYOT,0955A,BX,,,WH,2012,,,PHTO SCHOOL ZN SPEED VIOLATION
HFV5225,NY,PAS,12/12/2016,20,4DSD,NISSA,0258P,K,,,BK,2014,,SPCL,20A-No Parking (Non-COM)
GUX6210,NY,999,12/20/2016,70,4DSD,MITSU,0708A,Q,,,WHITE,2015,,J 42,70-Reg. Sticker Missing (NYS)
GCK1727,NY,PAS,12/21/2016,37,SUBN,TOYOT,1153A,K,0800A,0700P,GY,2014,328-3018,14 3,37-Expired Muni Meter
FMT7686,NY,PAS,12/3/2016,71,4DSD,VOLKS,0858A,Q,,,BK,2014,,25-A,71A-Insp Sticker Expired (NYS)
FPL3425,NY,PAS,12/4/2016,71,SUBN,VOLKS,1243P,K,,,GY,2016,,56 3,71A-Insp Sticker Expired (NYS)
GWC5494,NY,PAS,12/28/2016,38,4DSD,ME/BE,0124P,K,0830A,0700P,GY,2015,,17 3,38-Failure to Display Muni Rec
HEE9226,NY,PAS,12/20/2016,40,SDN,NISSA,0345A,BX,ALL,ALL,,2012,-,,
85882MD,NY,COM,12/19/2016,14,VAN,FRUEH,0518P,NY,0400P,0700P,BROWN,2014,,40,14-No Standing
EKD1737,NY,PAS,12/9/2016,21,SUBN,VOLVO,0820A,K,0800A,0930A,GY,2015,,14 3,21-No Parking (street clean)
GUR4489,NY,PAS,12/11/2016,14,VAN,FORD,0919A,NY,0700A,0600P,WH,2013,,C 77,14-No Standing
GVK9249,NY,PAS,12/2/2016,36,4DSD,NISSA,0134P,ST,,,GY,2014,,,PHTO SCHOOL ZN SPEED VIOLATION
HCP2255,NY,PAS,12/5/2016,36,SUBN,TOYOT,1128A,BX,,,GY,2015,,,PHTO SCHOOL ZN SPEED VIOLATION
HAE6962,NY,PAS,12/23/2016,21,SUBN,JEEP,0810A,Q,0800A,0830A,RED,2014,-,,
FAH7404,NY,PAS,12/27/2016,21,4DSD,HYUND,1150A,K,1130A,0100P,GY,2015,,25 3,21-No Parking (street clean)
HJE7893,NY,OMS,12/21/2016,24,4DSD,NISSA,0318P,K,0700A,0400P,BK,2016,,S 32,24-No Parking (exc auth veh)
24582MB,NY,COM,12/8/2016,82,VAN,DODGE,1110A,K,,,WHITE,2016,,N 31,82-Unaltered Commerc Vehicle
FTJ1297,NY,PAS,12/22/2016,38,SUBN,ACURA,0510P,K,0900A,0700P,WH,2015,,01 3,38-Failure to Display Muni Rec
DLG7005,NY,PAS,12/2/2016,36,SUBN,LEXUS,1043A,BK,,,WH,2016,,,PHTO SCHOOL ZN SPEED VIOLATION
HHF2781,NY,OMS,12/14/2016,31,SUBN,KIA,0359P,NY,0800A,0700P,BK,2017,,01 8,31-No Stand (Com. Mtr. Zone)
HKW3301,NY,PAS,12/27/2016,5,4DSD,MITSU,0447P,BX,,,RD,2017,,,BUS LANE VIOLATION
GRF1679,NY,PAS,12/8/2016,36,SUBN,HONDA,0836A,BK,,,GY,2014,,,PHTO SCHOOL ZN SPEED VIOLATION
GAJ3405,NY,PAS,12/2/2016,21,SUBN,LEXUS,0120A,,1200A,0300A,WHITE,2013,-,,
CKY6592,NY,PAS,12/29/2016,14,SUBN,LEXUS,1147P,NY,1100P,0600A,WH,2015,,12B,14-No Standing
GWD5801,NY,PAS,12/22/2016,21,SUBN,HONDA,1006A,BX,0930A,1100A,BLACK,2015,,45 2,21-No Parking (street clean)
ECT4596,NY,PAS,12/2/2016,21,4DSD,HONDA,0849A,Q,0830A,0900A,WH,2016,,36-A,21-No Parking (street clean)
39644MH,NY,COM,12/9/2016,69,DUMP,FORD,0330P,NY,0700A,0600P,WH,2015,,99 6,69-Failure to Disp Muni Recpt
GPC8774,NY,PAS,12/27/2016,21,SUBN,JEEP,0813A,K,0800A,0930A,GY,2014,-,,
GKV9143,NY,PAS,12/12/2016,36,SUBN,ACURA,0217P,QN,,,WH,2014,,,PHTO SCHOOL ZN SPEED VIOLATION
GWH1715,NY,PAS,12/15/2016,38,SUBN,HONDA,0220P,K,0800A,0700P,BL,2015,,05 3,38-Failure to Display Muni Rec
HEM5812,NY,PAS,12/14/2016,36,4DSD,ME/BE,1157A,BK,,,GY,2015,,,PHTO SCHOOL ZN SPEED VIOLATION
HDU1472,NY,PAS,12/27/2016,38,SUBN,TOYOT,0841A,K,0800A,0700P,BL,2015,,24 3,38-Failure to Display Muni Rec
HMC8593,NY,PAS,12/12/2016,36,SUBN,MASSA,0318P,BK,,,WH,2017,,,PHTO SCHOOL ZN SPEED VIOLATION
GLP2841,NY,PAS,12/5/2016,36,SUBN,JEEP,1051A,BK,,,BK,2014,,,PHTO SCHOOL ZN SPEED VIOLATION
HAS6613,NY,OMS,12/15/2016,71,2DSD,DODGE,1145A,Q,,,GY,2016,,02 4,71A-Insp Sticker Expired (NYS)
GYS3868,NY,PAS,12/13/2016,36,4DSD,LEXUS,1252P,BK,,,WH,2015,,,PHTO SCHOOL ZN SPEED VIOLATION
T711140C,NY,OMT,12/16/2016,36,4DSD,TOYOT,0421P,QN,,,BK,2016,,,PHTO SCHOOL ZN SPEED VIOLATION
AGZ8562,NY,PAS,12/15/2016,36,SUBN,HONDA,1039A,ST,,,BK,2015,,,PHTO SCHOOL ZN SPEED VIOLATION
HAM5754,NY,PAS,12/20/2016,21,SUBN,SUBAR,1147A,K,1130A,0130P,BK,2015,,CC2,21-No Parking (street clean)
Z92FES,NJ,PAS,12/9/2016,36,4 DR,HONDA,0917A,BK,,,BK,2015,,,PHTO SCHOOL ZN SPEED VIOLATION
HHL3230,NY,PAS,12/7/2016,51,4DSD,NISSA,1001A,BX,,,BK,2016,,18 2,51-Sidewalk
T712603C,NY,OMT,12/14/2016,31,SUBN,CHEVR,0545P,NY,0800A,0700P,BK,2016,,11 6,31-No Stand (Com. Mtr. Zone)
FYC2768,NY,PAS,12/4/2016,46,SUBN,AUDI,0929A,NY,,,BK,2015,,CC1,46A-Double Parking (Non-COM)
84618MC,NY,COM,12/9/2016,14,REFG,ISUZU,0130P,NY,,,WH,2012,,74 1,14-No Standing
EFJ4616,NY,PAS,12/15/2016,20,SUBN,HONDA,0706A,Q,0700A,0700P,GY,2016,,W 41,20A-No Parking (Non-COM)
FFW7845,NY,PAS,12/7/2016,37,4DSD,CHEVR,0611P,NY,0830A,0700P,GY,2015,140-3085,48 6,37-Expired Muni Meter
GYM6327,NY,PAS,12/28/2016,31,4DSD,FORD,0537P,NY,0700A,0600P,WH,2015,,50 1,31-No Stand (Com. Mtr. Zone)
HDK1866,NY,PAS,12/9/2016,20,4DSD,HONDA,0537P,K,,,WH,2015,,SPCL,20A-No Parking (Non-COM)
FMS8258,NY,PAS,12/1/2016,46,SUBN,HONDA,0140P,K,,,GY,2015,,11 3,46A-Double Parking (Non-COM)
88633MD,NY,COM,12/6/2016,51,VAN,FRUEH,1209P,K,ALL,ALL,BROWN,2014,-,,
CJZ1200,NY,PAS,12/14/2016,40,SUBN,MAZDA,0412P,R,,,BL,2015,,04-P,40-Fire Hydrant
T679236C,NY,OMT,12/27/2016,37,4DSD,TOYOT,0233P,Q,0900A,0700P,BK,2015,444-3089,37 4,37-Expired Muni Meter
T660710C,NY,OMT,12/3/2016,38,4DSD,ME/BE,0849A,K,0800A,1200A,BK,2012,,41 3,38-Failure to Display Muni Rec
HHJ6400,NY,PAS,12/31/2016,38,SUBN,LEXUS,1155A,Q,0800A,0700P,GY,2016,,07 4,38-Failure to Display Muni Rec
29701MB,NY,COM,12/27/2016,16,VAN,FORD,0206P,NY,0700A,0700P,WH,2012,,05 7,16-No Std (Com Veh) Com Plate
71933MH,NY,COM,12/13/2016,21,VAN,NISSA,0811A,NY,0800A,0930A,WH,2015,,CCB,21-No Parking (street clean)
62702ME,NY,COM,12/21/2016,37,VAN,CHEVR,1204P,NY,0900A,0700P,BLUE,2014,118-3071,53 7,37-Expired Muni Meter
GJB9495,NY,PAS,12/13/2016,37,4DSD,ME/BE,0350P,K,0830A,0700P,WH,2015,302-9358,56 3,37-Expired Muni Meter
HFV9300,NY,PAS,12/16/2016,36,PICK,DODGE,0203P,ST,,,BK,2016,,,PHTO SCHOOL ZN SPEED VIOLATION
GDK7291,NY,PAS,12/19/2016,7,4DSD,BMW,1113A,QN,,,BK,2015,,,FAILURE TO STOP AT RED LIGHT
GFP9319,NY,PAS,12/6/2016,36,SUBN,VOLKS,1100A,BK,,,RD,2016,,,PHTO SCHOOL ZN SPEED VIOLATION
GEM6464,NY,PAS,12/9/2016,38,4DSD,BMW,0931P,K,,,WH,2015,,A 31,38-Failure to Display Muni Rec
22841MH,NY,COM,12/28/2016,42,REFG,FORD,0439P,NY,0600A,0700P,WH,2015,144-3024,MC 9,42-Exp. Muni-Mtr (Com. Mtr. Z)
GYC4712,NY,PAS,12/14/2016,7,4DSD,FORD,0529A,BK,,,BK,2015,,,FAILURE TO STOP AT RED LIGHT
FMJ1990,NY,PAS,12/15/2016,36,SUBN,HONDA,1208P,BX,,,BL,2016,,,PHTO SCHOOL ZN SPEED VIOLATION
27420LV,NY,OML,12/12/2016,5,SUBN,FORD,0615P,BK,,,WH,2014,,,BUS LANE VIOLATION
HKP9035,NY,PAS,12/8/2016,36,4DSD,HYUND,0932A,BK,,,GY,2017,,,PHTO SCHOOL ZN SPEED VIOLATION
ENR4770,NY,PAS,12/22/2016,36,SUBN,ACURA,1256P,BK,,,BK,2015,,,PHTO SCHOOL ZN SPEED VIOLATION
FSC4662,NY,PAS,12/21/2016,36,SUBN,HYUND,0844A,QN,,,WH,2014,,,PHTO SCHOOL ZN SPEED VIOLATION
GBK7120,NY,PAS,12/31/2016,23,SUBN,MAZDA,1214P,K,,,WH,2015,,03 3,23-No Parking (taxi stand)
T668060C,NY,OMT,12/20/2016,36,4DSD,TOYOT,1102A,BK,,,BK,2016,,,PHTO SCHOOL ZN SPEED VIOLATION
HLW7234,NY,PAS,12/12/2016,70,SUBN,VOLKS,0404P,Q,,,WHITE,2017,,27 4,70A-Reg. Sticker Expired (NYS)
FZV6554,NY,PAS,12/15/2016,21,SDN,VOLKS,1136A,,1130A,0100P,BLACK,2016,-,,
T719524C,NY,PAS,12/3/2016,67,TAXI,HONDA,0435A,K,ALL,ALL,BLUE,2016,-,,
HHA2958,NY,PAS,12/20/2016,14,4DSD,INFIN,0534P,Q,,,GY,2013,,O 42,14-No Standing
GLT4942,NY,PAS,12/22/2016,21,SUBN,HONDA,1153A,K,1130A,0100P,WHITE,2014,-,,
HFH2472,NY,PAS,12/5/2016,36,2DSD,ME/BE,1140A,BK,,,WH,2013,,,PHTO SCHOOL ZN SPEED VIOLATION
GJB2395,NY,PAS,12/2/2016,36,4DSD,HONDA,0130P,BX,,,GL,2013,,,PHTO SCHOOL ZN SPEED VIOLATION
FJS4995,NY,PAS,12/22/2016,21,SUBN,HONDA,1155A,K,1130A,0100P,GY,2014,,55 3,21-No Parking (street clean)
T695097C,NY,OMT,12/11/2016,71,4DSD,HONDA,0200P,BX,,,WH,2015,,51 2,71A-Insp Sticker Expired (NYS)
HLW9707,NY,PAS,12/23/2016,19,SUBN,CHRYS,1025P,K,ALL,ALL,BLK,2017,-,,
2J58A,NY,OMT,12/22/2016,7,TAXI,TOYOT,0442P,QN,,,YW,2014,,,FAILURE TO STOP AT RED LIGHT
12359MG,NY,COM,12/6/2016,14,VAN,FRUEH,0954A,Q,,,BROWN,2015,,04 4,14-No Standing
6L29B,NY,OMT,12/14/2016,5,TAXI,NISSA,0507P,BK,,,YW,2014,,,BUS LANE VIOLATION
FJE8715,NY,PAS,12/23/2016,36,SUBN,JEEP,0833A,BK,,,GY,2014,,,PHTO SCHOOL ZN SPEED VIOLATION
83497MH,NY,COM,12/17/2016,20,VAN,FRUEH,0426P,NY,,,BROWN,2016,,MS 9,20-No Parking (Com Plate)
EPE2693,NY,PAS,12/28/2016,14,SUBN,LINCO,1255P,K,,,BLACK,2017,,01 3,14-No Standing
YSCONGA,NY,SRF,12/22/2016,70,4DSD,KIA,0941A,Q,,,BL,2013,,28 4,70A-Reg. Sticker Expired (NYS)
HHA9067,NY,PAS,12/2/2016,46,4DSD,ME/BE,0444P,NY,,,LTG,2016,,CC1,46A-Double Parking (Non-COM)
EMB8032,NY,PAS,12/7/2016,36,4DSD,TOYOT,0145P,BX,,,GY,2012,,,PHTO SCHOOL ZN SPEED VIOLATION
HEE7294,NY,PAS,12/28/2016,38,SUBN,LEXUS,0933A,K,0800A,0700P,WH,2016,,34 3,38-Failure to Display Muni Rec
T664378C,NY,OMT,12/7/2016,36,SUBN,TOYOT,0215P,QN,,,RD,2014,,,PHTO SCHOOL ZN SPEED VIOLATION
HKW8469,NY,PAS,12/1/2016,21,SUBN,NISSA,0909A,Q,0830A,1000A,GY,2016,,O 41,21-No Parking (street clean)
DRN8070,NY,PAS,12/20/2016,36,PICK,TOYOT,0122P,QN,,,GY,2013,,,PHTO SCHOOL ZN SPEED VIOLATION
HLA3442,NY,PAS,12/12/2016,21,2DSD,HONDA,0934A,K,0900A,1030A,GY,2012,,A 31,21-No Parking (street clean)
T638370C,NY,OMT,12/12/2016,21,SDN,TOYOT,0749A,BX,0730A,0800A,SILVE,2013,-,,
HFB5404,NY,PAS,12/22/2016,37,SUBN,JEEP,0232P,BX,0830A,0700P,RD,2015,217-3051,04 2,37-Expired Muni Meter
HAZ5743,NY,PAS,12/23/2016,19,4DSD,HONDA,0104P,K,,,RD,2015,,A 31,19-No Stand (bus stop)
HFY6633,NY,PAS,12/10/2016,46,4DSD,HYUND,0116P,BX,,,BL,2016,,11 2,46A-Double Parking (Non-COM)
94788ME,NY,COM,12/9/2016,68,VAN,ME/BE,0351P,K,,,BK,2014,,01 3,68-Not Pkg. Comp. w Psted Sign
GXD5112,NY,PAS,12/5/2016,31,4DSD,CHRYS,0236P,NY,0600A,0700P,BL,2012,,02 6,31-No Stand (Com. Mtr. Zone)
HGV3213,NY,PAS,12/9/2016,36,4DSD,NISSA,1116A,QN,,,WH,2014,,,PHTO SCHOOL ZN SPEED VIOLATION
GXY1094,NY,PAS,12/24/2016,46,SUBN,AUDI,0135P,BX,,,WH,2013,,70 2,46A-Double Parking (Non-COM)
GSX8362,NY,PAS,12/15/2016,36,4DSD,VOLKS,1155A,ST,,,WH,2014,,,PHTO SCHOOL ZN SPEED VIOLATION
47669MH,NY,COM,12/21/2016,69,VAN,FORD,0247P,NY,0700A,0700P,WH,2012,,12 6,69-Failure to Disp Muni Recpt
GGN3447,NY,PAS,12/1/2016,38,SUBN,FORD,0830P,NY,0830A,1000P,BK,2016,,F 77,38-Failure to Display Muni Rec
28512PC,NY,IRP,12/9/2016,14,REFG,INTER,0815A,NY,,,BL,2014,,02 6,14-No Standing
HFY4264,NY,PAS,12/6/2016,21,4DSD,ACURA,0900A,K,0830A,1000A,BR,2016,,40 3,21-No Parking (street clean)
HFT7087,NY,PAS,12/23/2016,37,2DSD,BMW,0413P,K,0830A,0700P,BK,2016,341-3029,02 3,37-Expired Muni Meter
T670503C,NY,OMT,12/28/2016,40,SUBN,TOYOT,1157A,Q,,,BK,2014,,03-A,40-Fire Hydrant
T708832C,NY,OMT,12/13/2016,7,4DSD,TOYOT,0835P,QN,,,BK,2016,,,FAILURE TO STOP AT RED LIGHT
HDU2556,NY,PAS,12/23/2016,21,4DSD,HYUND,0841A,NY,0830A,1000A,RD,2016,,CCB,21-No Parking (street clean)
HAL6153,NY,PAS,12/15/2016,20,SUBN,VOLKS,1036A,Q,0700A,0600P,BL,2015,,07 4,20A-No Parking (Non-COM)
HDM8392,NY,PAS,12/3/2016,21,4DSD,NISSA,0941A,K,0930A,1100A,BK,2014,,10 3,21-No Parking (street clean)
GKF0687,PA,PAS,12/6/2016,36,SW,CHEVR,1127A,QN,,,,2016,,,PHTO SCHOOL ZN SPEED VIOLATION
HGR5481,NY,PAS,12/13/2016,36,2DSD,DODGE,1007A,BX,,,BK,2013,,,PHTO SCHOOL ZN SPEED VIOLATION
T665244C,NY,OMT,12/27/2016,9,4DSD,TOYOT,0455P,Q,,,BK,2014,,29 4,09-Blocking the Box
28672MH,NY,COM,12/13/2016,37,VAN,FRUEH,0257P,NY,0830A,0700P,BROWN,2016,126-3038,22 7,37-Expired Muni Meter
21808ME,NY,COM,12/7/2016,46,VAN,FORD,0207P,NY,,,WHITE,2014,,52 7,46B-Double Parking (Com-100Ft)
HAB7063,NY,PAS,12/28/2016,38,4DSD,HYUND,0635P,Q,0800A,1000P,BK,2016,,H 41,38-Failure to Display Muni Rec
FXP2976,NY,PAS,12/15/2016,36,SUBN,LEXUS,1010A,BK,,,GY,2015,,,PHTO SCHOOL ZN SPEED VIOLATION
EWU5864,NY,PAS,12/1/2016,21,SUBN,HONDA,0849A,K,0830A,1000A,GY,2015,,S 32,21-No Parking (street clean)
HEB5471,NY,PAS,12/31/2016,21,SUBN,BMW,1206P,K,1130A,0100P,WH,2016,,55 3,21-No Parking (street clean)
DLW8733,MI,PAS,12/19/2016,36,4D,CHEVR,0110P,BX,,,,2016,,,PHTO SCHOOL ZN SPEED VIOLATION
R800JM,NY,PAS,12/13/2016,68,SUBN,NISSA,0223P,K,,,GY,2015,,11 3,68-Not Pkg. Comp. w Psted Sign
HFM2617,NY,PAS,12/2/2016,21,SUBN,HONDA,1155A,K,1100A,1230A,BLACK,2016,,15 3,21-No Parking (street clean)
GME5226,NY,PAS,12/8/2016,37,SUBN,CHRYS,0105P,K,0830A,0700P,GY,2016,311-3006,24 3,37-Expired Muni Meter
HGF9255,NY,PAS,12/4/2016,40,SUBN,FORD,1116A,NY,,,GY,2013,,18 1,40-Fire Hydrant
GUY2104,NY,PAS,12/8/2016,70,SUBN,FORD,1146A,Q,,,GY,2015,,40 4,70A-Reg. Sticker Expired (NYS)
14667MJ,NY,COM,12/23/2016,40,UTIL,FORD,1128A,K,,,WH,2016,,01 3,40-Fire Hydrant
14469MJ,NY,COM,12/19/2016,14,VAN,ME/BE,0435P,Q,,,WHITE,2016,,03 4,14-No Standing
GKC6722,NY,PAS,12/21/2016,71,SUBN,HONDA,0904A,Q,,,WHITE,2014,,W 41,71A-Insp Sticker Expired (NYS)
A73GJP,NJ,PAS,12/20/2016,36,4 DR,CHEVR,1044A,MN,,,GY,2012,,,PHTO SCHOOL ZN SPEED VIOLATION
HKW9684,NY,PAS,12/7/2016,20,SUBN,GMC,0514P,K,0900A,0700P,WH,2017,,46 3,20A-No Parking (Non-COM)
91148MD,NY,COM,12/14/2016,38,VAN,GMC,1109A,NY,0830A,1000P,WHITE,2014,,51 7,38-Failure to Display Muni Rec
84717MG,NY,COM,12/13/2016,47,VAN,FORD,0359P,NY,0700A,0700P,WH,2013,,06 6,47-Double PKG-Midtown
DFH3951,NY,PAS,12/10/2016,20,4DSD,TOYOT,0648A,K,,,BK,2012,,N 32,20A-No Parking (Non-COM)
GUG8049,NY,PAS,12/23/2016,36,SUBN,JEEP,1052A,ST,,,BK,2015,,,PHTO SCHOOL ZN SPEED VIOLATION
DUU2850,NY,PAS,12/15/2016,70,SUBN,LEXUS,0514P,K,,,BK,2015,,01 3,70A-Reg. Sticker Expired (NYS)
GWG6086,NY,PAS,12/1/2016,37,4DSD,BMW,1119A,NY,0900A,0700P,WH,2015,128-3026,33 7,37-Expired Muni Meter
77129MJ,NY,COM,12/29/2016,71,VAN,DODGE,1037A,R,,,BL,2016,,C-AM,71-Insp. Sticker Missing (NYS
T669171C,NY,OMT,12/27/2016,20,SUBN,TOYOT,1204P,K,0800A,0600P,BK,2015,,21 3,20A-No Parking (Non-COM)
HCC6786,NY,PAS,12/12/2016,36,SUBN,AUDI,0147P,BK,,,WH,2015,,,PHTO SCHOOL ZN SPEED VIOLATION
HFK8998,NY,PAS,12/4/2016,40,SUBN,TOYOT,0228P,Q,,,WH,2016,,05-A,40-Fire Hydrant
HGM2961,NY,PAS,12/13/2016,7,SUBN,JEEP,0256A,QN,,,BK,2015,,,FAILURE TO STOP AT RED LIGHT
HFD3812,NY,PAS,12/22/2016,36,SUBN,TOYOT,0922A,BK,,,BK,2015,,,PHTO SCHOOL ZN SPEED VIOLATION
GXZ9393,NY,PAS,12/9/2016,36,SUBN,HONDA,1133A,QN,,,BK,2015,,,PHTO SCHOOL ZN SPEED VIOLATION
GHN7482,NY,PAS,12/6/2016,20,SUBN,JEEP,1136A,Q,1130A,0100P,WH,2014,,E-PM,20A-No Parking (Non-COM)
FHG1426,NY,PAS,12/8/2016,36,SUBN,HONDA,1005A,BX,,,GY,2016,,,PHTO SCHOOL ZN SPEED VIOLATION
A37GDB,NJ,PAS,12/15/2016,36,WAGO,KIA,0204P,BK,,,BK,2015,,,PHTO SCHOOL ZN SPEED VIOLATION
DICAPO,NY,SRF,12/24/2016,38,4DSD,ME/BE,0856A,NY,0830A,0700P,GY,2013,,C 17,38-Failure to Display Muni Rec
CXU2789,NY,PAS,12/21/2016,37,SUBN,FORD,0945P,K,0900A,1000P,BK,2015,334-6787,A 31,37-Expired Muni Meter
PROI,NY,OMT,12/1/2016,14,4DSD,BMW,0801A,NY,,,BK,2015,,B 17,14-No Standing
DXT1475,NY,PAS,12/5/2016,51,SUBN,TOYOT,0315P,Q,,,BK,2014,,F 41,51-Sidewalk
DHF3884,NY,PAS,12/20/2016,36,SUBN,NISSA,0123P,QN,,,GY,2012,,,PHTO SCHOOL ZN SPEED VIOLATION
96169MA,NY,COM,12/21/2016,18,VAN,FRUEH,1205P,NY,,,BROWN,2012,,C 77,18-No Stand (bus lane)
HAX6362,NY,PAS,12/5/2016,21,4DSD,ME/BE,0957A,BX,0930A,1100A,BK,2015,,12 2,21-No Parking (street clean)
GJX6274,NY,PAS,12/7/2016,20,SUBN,ME/BE,0254P,Q,0700A,0400P,BL,2013,,C 42,20A-No Parking (Non-COM)
BTY1433,NY,PAS,12/13/2016,38,PICK,GMC,0935A,BX,0800A,0700P,WH,2014,,09 2,38-Failure to Display Muni Rec
T709627C,NY,OMT,12/17/2016,38,4DSD,NISSA,0318P,Q,0800A,0700P,BK,2016,,20 4,38-Failure to Display Muni Rec
GXR3909,NY,PAS,12/13/2016,20,SUBN,HONDA,0615P,Q,0800A,0700P,WH,2015,,T 41,20A-No Parking (Non-COM)
HEH2837,NY,PAS,12/5/2016,38,SUBN,TOYOT,0320P,Q,0830A,0700P,WH,2013,,J 41,38-Failure to Display Muni Rec
59033MJ,NY,COM,12/5/2016,40,VAN,DODGE,0242P,BX,,,WH,2016,,T 21,40-Fire Hydrant
HCN3372,NY,PAS,12/15/2016,36,SUBN,BMW,1043A,BK,,,BK,2014,,,PHTO SCHOOL ZN SPEED VIOLATION
GUX6417,NY,PAS,12/9/2016,7,4DSD,TOYOT,0615P,QN,,,RD,2015,,,FAILURE TO STOP AT RED LIGHT
FWB4921,NY,PAS,12/16/2016,38,4DSD,ME/BE,1136P,Q,0700P,1200A,BK,2015,,H 42,38-Failure to Display Muni Rec
GTK9053,NY,PAS,12/23/2016,21,SUBN,LEXUS,0813A,K,0800A,0830A,BK,2016,,N 31,21-No Parking (street clean)
GAV8948,NY,PAS,12/27/2016,46,SUBN,JEEP,0127P,Q,,,BK,2015,,26-P,46A-Double Parking (Non-COM)
HLX7814,NY,PAS,12/13/2016,36,4DSD,HONDA,1017A,QN,,,WH,2016,,,PHTO SCHOOL ZN SPEED VIOLATION
32406MD,NY,COM,12/7/2016,16,VAN,FORD,0104P,NY,1000A,0400P,WH,2012,,48,16-No Std (Com Veh) Com Plate
67917MH,NY,COM,12/20/2016,42,VAN,FORD,0244P,NY,0800A,0600P,BLW,2015,147-3066,75,42-Exp. Muni-Mtr (Com. Mtr. Z)
HAA6675,NY,PAS,12/14/2016,46,SDN,HYUND,0705P,,ALL,ALL,BLK,2015,-,,
GRH1669,NY,PAS,12/19/2016,36,SUBN,ME/BE,1155A,BX,,,GY,2012,,,PHTO SCHOOL ZN SPEED VIOLATION
DPU6443,NY,PAS,12/16/2016,21,SDN,TOYOT,0806A,K,0800A,0830A,GREY,2015,-,,
GGD2630,NY,PAS,12/30/2016,21,4DSD,HONDA,0841A,K,0830A,1000A,GY,2013,,40 3,21-No Parking (street clean)
GVT5124,NY,PAS,12/29/2016,70,2DSD,DODGE,1020A,K,,,BK,2014,,03 3,70A-Reg. Sticker Expired (NYS)
FLY1472,NY,PAS,12/13/2016,36,4DSD,AUDI,1136A,BK,,,BK,2014,,,PHTO SCHOOL ZN SPEED VIOLATION
GYU5414,NY,PAS,12/13/2016,37,4DSD,TOYOT,1142A,NY,0900A,0700P,WH,2012,457-8990,35 1,37-Expired Muni Meter
HCF2218,NY,PAS,12/2/2016,40,SUBN,TOYOT,1212P,K,,,BK,2015,,01 3,40-Fire Hydrant
FMW9086,NY,PAS,12/24/2016,40,SUBN,DODGE,0638A,K,,,BR,2012,,10 3,40-Fire Hydrant
3Y67H,NY,OMT,12/1/2016,21,TAXI,TOYOT,1009A,Q,0930A,1100A,YW,2015,,23 4,21-No Parking (street clean)
GYP4886,NY,PAS,12/19/2016,7,4DSD,TOYOT,0827A,QN,,,GY,2015,,,FAILURE TO STOP AT RED LIGHT
